"date","area_name","area_code","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"2020-02-23","Kensington and Chelsea","E09000020",-1,-1,-5,1,1,-1
"2020-02-24","Kensington and Chelsea","E09000020",2,4,-11,7,-1,1
"2020-02-25","Kensington and Chelsea","E09000020",4,6,10,9,0,0
"2020-02-26","Kensington and Chelsea","E09000020",3,5,9,-2,0,1
"2020-02-27","Kensington and Chelsea","E09000020",1,3,-2,2,0,2
"2020-02-28","Kensington and Chelsea","E09000020",5,2,-11,6,0,2
"2020-02-29","Kensington and Chelsea","E09000020",-3,-4,-18,-3,6,1
"2020-03-01","Kensington and Chelsea","E09000020",1,10,22,1,6,0
"2020-03-02","Kensington and Chelsea","E09000020",-3,7,12,-5,1,1
"2020-03-03","Kensington and Chelsea","E09000020",0,8,6,-2,1,1
"2020-03-04","Kensington and Chelsea","E09000020",-4,2,-9,-6,2,2
"2020-03-05","Kensington and Chelsea","E09000020",-10,-1,-20,-4,0,3
"2020-03-06","Kensington and Chelsea","E09000020",-5,13,12,-5,0,1
"2020-03-07","Kensington and Chelsea","E09000020",-9,7,7,-11,2,1
"2020-03-08","Kensington and Chelsea","E09000020",-2,11,6,-5,1,1
"2020-03-09","Kensington and Chelsea","E09000020",-6,8,2,-6,0,2
"2020-03-10","Kensington and Chelsea","E09000020",-9,11,3,-10,-2,3
"2020-03-11","Kensington and Chelsea","E09000020",-9,12,17,-12,-4,4
"2020-03-12","Kensington and Chelsea","E09000020",-14,21,3,-17,-9,5
"2020-03-13","Kensington and Chelsea","E09000020",-21,18,2,-20,-14,7
"2020-03-14","Kensington and Chelsea","E09000020",-33,9,-11,-34,-6,6
"2020-03-15","Kensington and Chelsea","E09000020",-37,8,-19,-38,-11,NA
"2020-03-16","Kensington and Chelsea","E09000020",-29,22,19,-33,-28,10
"2020-03-17","Kensington and Chelsea","E09000020",-40,15,-7,-43,-39,15
"2020-03-18","Kensington and Chelsea","E09000020",-50,18,-4,-48,-48,19
"2020-03-19","Kensington and Chelsea","E09000020",-55,21,-20,-53,-51,20
"2020-03-20","Kensington and Chelsea","E09000020",-65,-2,-17,-57,-55,23
"2020-03-21","Kensington and Chelsea","E09000020",-79,-21,-21,-70,-44,NA
"2020-03-22","Kensington and Chelsea","E09000020",-82,-27,-10,-75,-49,NA
"2020-03-23","Kensington and Chelsea","E09000020",-73,-21,-6,-66,-68,27
"2020-03-24","Kensington and Chelsea","E09000020",-84,-32,-27,-77,-77,31
"2020-03-25","Kensington and Chelsea","E09000020",-85,-35,-27,-80,-80,33
"2020-03-26","Kensington and Chelsea","E09000020",-86,-37,-27,-82,-79,34
"2020-03-27","Kensington and Chelsea","E09000020",-88,-40,-31,-83,-78,35
"2020-03-28","Kensington and Chelsea","E09000020",-91,-50,-54,-87,-64,NA
"2020-03-29","Kensington and Chelsea","E09000020",-93,-53,-57,-88,-65,NA
"2020-03-30","Kensington and Chelsea","E09000020",-87,-41,-46,-83,-81,33
"2020-03-31","Kensington and Chelsea","E09000020",-86,-41,-42,-85,-81,34
"2020-04-01","Kensington and Chelsea","E09000020",-87,-43,-42,-85,-81,34
"2020-04-02","Kensington and Chelsea","E09000020",-87,-41,-39,-85,-82,NA
"2020-04-03","Kensington and Chelsea","E09000020",-89,-42,-35,-83,-81,NA
"2020-04-04","Kensington and Chelsea","E09000020",-91,-47,-36,-86,-64,NA
"2020-04-05","Kensington and Chelsea","E09000020",-91,-44,-26,-86,-64,NA
"2020-04-06","Kensington and Chelsea","E09000020",-87,-41,-34,-83,-81,33
"2020-04-07","Kensington and Chelsea","E09000020",-87,-39,-26,-84,-82,33
"2020-04-08","Kensington and Chelsea","E09000020",-87,-38,-34,-84,-81,33
"2020-04-09","Kensington and Chelsea","E09000020",-87,-32,-25,-83,-81,33
"2020-04-10","Kensington and Chelsea","E09000020",-90,-43,-31,-88,-86,NA
"2020-04-11","Kensington and Chelsea","E09000020",-92,-44,-35,-86,-62,NA
"2020-04-12","Kensington and Chelsea","E09000020",-94,-60,-30,-87,-66,NA
"2020-04-13","Kensington and Chelsea","E09000020",-91,-47,-37,-89,-88,NA
"2020-04-14","Kensington and Chelsea","E09000020",-87,-38,-29,-83,-80,33
"2020-04-15","Kensington and Chelsea","E09000020",-87,-38,-22,-83,-80,33
"2020-04-16","Kensington and Chelsea","E09000020",-87,-37,-28,-83,-80,34
"2020-04-17","Kensington and Chelsea","E09000020",-89,-42,-43,-83,-80,NA
"2020-04-18","Kensington and Chelsea","E09000020",-91,-45,-48,-86,-64,NA
"2020-04-19","Kensington and Chelsea","E09000020",-91,-40,-8,-84,-59,NA
"2020-04-20","Kensington and Chelsea","E09000020",-86,-37,-14,-82,-80,32
"2020-04-21","Kensington and Chelsea","E09000020",-86,-38,-16,-82,-80,32
"2020-04-22","Kensington and Chelsea","E09000020",-86,-35,-11,-82,-79,33
"2020-04-23","Kensington and Chelsea","E09000020",-86,-34,-9,-82,-79,33
"2020-04-24","Kensington and Chelsea","E09000020",-88,-35,-16,-82,-78,34
"2020-04-25","Kensington and Chelsea","E09000020",-90,-41,-21,-84,-60,NA
"2020-04-26","Kensington and Chelsea","E09000020",-90,-36,3,-84,-62,NA
"2020-04-27","Kensington and Chelsea","E09000020",-86,-35,-18,-81,-78,31
"2020-04-28","Kensington and Chelsea","E09000020",-88,-47,-59,-83,-81,34
"2020-04-29","Kensington and Chelsea","E09000020",-86,-38,-35,-82,-79,33
"2020-04-30","Kensington and Chelsea","E09000020",-88,-39,-45,-83,-80,34
"2020-05-01","Kensington and Chelsea","E09000020",-87,-34,-29,-81,-78,33
"2020-05-02","Kensington and Chelsea","E09000020",-89,-37,-15,-83,-59,NA
"2020-05-03","Kensington and Chelsea","E09000020",-90,-41,-26,-84,-60,NA
"2020-05-04","Kensington and Chelsea","E09000020",-85,-33,-6,-80,-78,31
"2020-05-05","Kensington and Chelsea","E09000020",-85,-34,-9,-81,-78,31
"2020-05-06","Kensington and Chelsea","E09000020",-84,-30,4,-80,-77,31
"2020-05-07","Kensington and Chelsea","E09000020",-84,-28,4,-80,-77,31
"2020-05-08","Kensington and Chelsea","E09000020",-86,-34,11,-84,-83,NA
"2020-05-09","Kensington and Chelsea","E09000020",-88,-36,1,-82,-58,NA
"2020-05-10","Kensington and Chelsea","E09000020",-91,-42,-33,-84,-59,NA
"2020-05-11","Kensington and Chelsea","E09000020",-85,-31,-21,-79,-76,30
"2020-05-12","Kensington and Chelsea","E09000020",-83,-29,-4,-79,-77,31
"2020-05-13","Kensington and Chelsea","E09000020",-85,-31,-11,-80,-76,32
"2020-05-14","Kensington and Chelsea","E09000020",-84,-26,-2,-78,-76,32
"2020-05-15","Kensington and Chelsea","E09000020",-85,-27,4,-78,-75,31
"2020-05-16","Kensington and Chelsea","E09000020",-88,-31,-7,-80,-55,NA
"2020-05-17","Kensington and Chelsea","E09000020",-87,-29,28,-79,-53,NA
"2020-05-18","Kensington and Chelsea","E09000020",-82,-22,26,-76,-74,28
"2020-05-19","Kensington and Chelsea","E09000020",-81,-22,38,-78,-74,29
"2020-05-20","Kensington and Chelsea","E09000020",-81,-21,47,-77,-73,28
"2020-05-21","Kensington and Chelsea","E09000020",-82,-18,34,-77,-74,29
"2020-05-22","Kensington and Chelsea","E09000020",-83,-21,11,-76,-72,30
"2020-05-23","Kensington and Chelsea","E09000020",-88,-29,-12,-79,-51,NA
"2020-05-24","Kensington and Chelsea","E09000020",-86,-25,34,-76,-49,NA
"2020-05-25","Kensington and Chelsea","E09000020",-81,-26,80,-79,-84,NA
"2020-05-26","Kensington and Chelsea","E09000020",-80,-20,45,-76,-72,26
"2020-05-27","Kensington and Chelsea","E09000020",-81,-21,34,-76,-71,28
"2020-05-28","Kensington and Chelsea","E09000020",-80,-16,44,-74,-72,28
"2020-05-29","Kensington and Chelsea","E09000020",-81,-17,28,-73,-71,27
"2020-05-30","Kensington and Chelsea","E09000020",-85,-24,28,-73,-40,NA
"2020-05-31","Kensington and Chelsea","E09000020",-84,-22,48,-71,-40,NA
"2020-06-01","Kensington and Chelsea","E09000020",-78,-13,33,-71,-70,25
"2020-06-02","Kensington and Chelsea","E09000020",-78,-15,35,-73,-70,25
"2020-06-03","Kensington and Chelsea","E09000020",-80,-23,-9,-73,-70,29
"2020-06-04","Kensington and Chelsea","E09000020",-80,-19,-7,-73,-71,29
"2020-06-05","Kensington and Chelsea","E09000020",-82,-20,-9,-72,-68,29
"2020-06-06","Kensington and Chelsea","E09000020",-87,-33,-43,-76,-47,NA
"2020-06-07","Kensington and Chelsea","E09000020",-85,-23,-1,-74,-41,NA
"2020-06-08","Kensington and Chelsea","E09000020",-78,-15,12,-71,-68,26
"2020-06-09","Kensington and Chelsea","E09000020",-77,-16,23,-72,-68,26
"2020-06-10","Kensington and Chelsea","E09000020",-80,-24,-14,-73,-69,29
"2020-06-11","Kensington and Chelsea","E09000020",-78,-18,2,-72,-69,29
"2020-06-12","Kensington and Chelsea","E09000020",-80,-18,-5,-71,-67,28
"2020-06-13","Kensington and Chelsea","E09000020",-82,-18,34,-72,-35,NA
"2020-06-14","Kensington and Chelsea","E09000020",-82,-20,60,-72,-33,NA
"2020-06-15","Kensington and Chelsea","E09000020",-72,-14,31,-68,-66,23
"2020-06-16","Kensington and Chelsea","E09000020",-72,-13,23,-70,-66,25
"2020-06-17","Kensington and Chelsea","E09000020",-75,-21,2,-71,-66,26
"2020-06-18","Kensington and Chelsea","E09000020",-75,-16,-3,-70,-68,27
"2020-06-19","Kensington and Chelsea","E09000020",-77,-11,7,-65,-65,25
"2020-06-20","Kensington and Chelsea","E09000020",-79,-16,28,-69,-30,NA
"2020-06-21","Kensington and Chelsea","E09000020",-80,-20,19,-72,-31,NA
"2020-06-22","Kensington and Chelsea","E09000020",-71,-10,52,-66,-66,22
"2020-06-23","Kensington and Chelsea","E09000020",-70,-10,54,-67,-66,23
"2020-06-24","Kensington and Chelsea","E09000020",-72,-10,48,-66,-64,22
"2020-06-25","Kensington and Chelsea","E09000020",-72,-4,46,-62,-64,22
"2020-06-26","Kensington and Chelsea","E09000020",-73,-5,33,-61,-63,23
"2020-06-27","Kensington and Chelsea","E09000020",-80,-21,-12,-69,-32,NA
"2020-06-28","Kensington and Chelsea","E09000020",-77,-18,20,-68,-30,NA
"2020-06-29","Kensington and Chelsea","E09000020",-70,-12,15,-65,-63,23
"2020-06-30","Kensington and Chelsea","E09000020",-70,-14,0,-67,-63,25
"2020-07-01","Kensington and Chelsea","E09000020",-70,-13,6,-65,-63,24
"2020-07-02","Kensington and Chelsea","E09000020",-70,-13,9,-66,-64,24
"2020-07-03","Kensington and Chelsea","E09000020",-71,-9,16,-63,-62,23
"2020-07-04","Kensington and Chelsea","E09000020",-75,-22,-7,-68,-24,10
"2020-07-05","Kensington and Chelsea","E09000020",-73,-17,36,-65,-25,NA
"2020-07-06","Kensington and Chelsea","E09000020",-67,-14,23,-64,-63,21
"2020-07-07","Kensington and Chelsea","E09000020",-66,-16,24,-65,-63,21
"2020-07-08","Kensington and Chelsea","E09000020",-67,-18,1,-64,-62,23
"2020-07-09","Kensington and Chelsea","E09000020",-67,-16,3,-65,-62,22
"2020-07-10","Kensington and Chelsea","E09000020",-68,-12,15,-62,-60,20
"2020-07-11","Kensington and Chelsea","E09000020",-73,-17,19,-64,-21,7
"2020-07-12","Kensington and Chelsea","E09000020",-72,-14,55,-64,-15,NA
"2020-07-13","Kensington and Chelsea","E09000020",-65,-12,32,-61,-62,18
"2020-07-14","Kensington and Chelsea","E09000020",-63,-14,27,-65,-63,20
"2020-07-15","Kensington and Chelsea","E09000020",-62,-17,12,-66,-61,20
"2020-07-16","Kensington and Chelsea","E09000020",-60,-11,22,-64,-60,21
"2020-07-17","Kensington and Chelsea","E09000020",-62,-11,36,-61,-58,17
"2020-07-18","Kensington and Chelsea","E09000020",-69,-20,21,-64,-17,5
"2020-07-19","Kensington and Chelsea","E09000020",-72,-23,-6,-66,-16,NA
"2020-07-20","Kensington and Chelsea","E09000020",-60,-11,37,-63,-58,18
"2020-07-21","Kensington and Chelsea","E09000020",-58,-14,36,-65,-59,19
"2020-07-22","Kensington and Chelsea","E09000020",-60,-17,28,-64,-59,19
"2020-07-23","Kensington and Chelsea","E09000020",-60,-13,23,-64,-60,19
"2020-07-24","Kensington and Chelsea","E09000020",-64,-18,17,-61,-58,18
"2020-07-25","Kensington and Chelsea","E09000020",-72,-30,-35,-65,-21,9
"2020-07-26","Kensington and Chelsea","E09000020",-69,-25,4,-63,-15,NA
"2020-07-27","Kensington and Chelsea","E09000020",-64,-22,-14,-64,-62,19
"2020-07-28","Kensington and Chelsea","E09000020",-60,-18,16,-64,-61,19
"2020-07-29","Kensington and Chelsea","E09000020",-58,-18,31,-62,-61,18
"2020-07-30","Kensington and Chelsea","E09000020",-56,-15,37,-64,-62,17
"2020-07-31","Kensington and Chelsea","E09000020",-61,-21,17,-62,-61,15
"2020-08-01","Kensington and Chelsea","E09000020",-67,-25,12,-62,-19,4
"2020-08-02","Kensington and Chelsea","E09000020",-67,-24,29,-62,-16,NA
"2020-08-03","Kensington and Chelsea","E09000020",-56,-17,22,-62,-62,17
"2020-08-04","Kensington and Chelsea","E09000020",-52,-19,23,-62,-63,17
"2020-08-05","Kensington and Chelsea","E09000020",-52,-21,27,-61,-61,17
"2020-08-06","Kensington and Chelsea","E09000020",-56,-15,19,-61,-61,18
"2020-08-07","Kensington and Chelsea","E09000020",-61,-18,13,-61,-61,16
"2020-08-08","Kensington and Chelsea","E09000020",-67,-25,6,-61,-21,5
"2020-08-09","Kensington and Chelsea","E09000020",-66,-24,22,-59,-16,NA
"2020-08-10","Kensington and Chelsea","E09000020",-52,-15,20,-58,-63,16
"2020-08-11","Kensington and Chelsea","E09000020",-50,-19,13,-62,-62,16
"2020-08-12","Kensington and Chelsea","E09000020",-48,-20,7,-62,-61,17
"2020-08-13","Kensington and Chelsea","E09000020",-53,-17,2,-63,-62,19
"2020-08-14","Kensington and Chelsea","E09000020",-56,-21,-13,-61,-61,18
"2020-08-15","Kensington and Chelsea","E09000020",-64,-30,-25,-63,-24,7
"2020-08-16","Kensington and Chelsea","E09000020",-63,-29,-5,-62,-15,NA
"2020-08-17","Kensington and Chelsea","E09000020",-51,-24,NA,-59,-62,17
"2020-08-18","Kensington and Chelsea","E09000020",-47,-23,NA,-63,-60,17
"2020-08-19","Kensington and Chelsea","E09000020",-49,-31,NA,-62,-61,19
"2020-08-20","Kensington and Chelsea","E09000020",-49,-13,NA,-61,-61,17
"2020-08-21","Kensington and Chelsea","E09000020",-55,-19,NA,-59,-60,18
"2020-08-22","Kensington and Chelsea","E09000020",-60,-24,NA,-57,NA,5
"2020-08-23","Kensington and Chelsea","E09000020",-58,NA,NA,-59,NA,NA
"2020-08-24","Kensington and Chelsea","E09000020",-45,-20,NA,-61,-62,16
"2020-08-25","Kensington and Chelsea","E09000020",-45,-24,NA,-61,-62,18
"2020-08-26","Kensington and Chelsea","E09000020",-36,-17,NA,-57,-60,16
"2020-08-27","Kensington and Chelsea","E09000020",-48,-21,NA,-59,-62,18
"2020-08-28","Kensington and Chelsea","E09000020",-50,-17,NA,-58,-60,17
"2020-08-29","Kensington and Chelsea","E09000020",-59,-25,NA,-60,NA,5
"2020-08-30","Kensington and Chelsea","E09000020",-54,NA,NA,-53,NA,NA
"2020-08-31","Kensington and Chelsea","E09000020",-38,-27,NA,-65,-77,16
"2020-09-01","Kensington and Chelsea","E09000020",-47,-12,NA,-58,-63,15
"2020-09-02","Kensington and Chelsea","E09000020",-46,-14,NA,-57,-61,17
"2020-09-03","Kensington and Chelsea","E09000020",-46,-12,NA,-57,-61,17
"2020-09-04","Kensington and Chelsea","E09000020",-47,-11,NA,-55,-59,15
"2020-09-05","Kensington and Chelsea","E09000020",-53,-16,NA,-59,NA,5
"2020-09-06","Kensington and Chelsea","E09000020",-52,NA,NA,-58,NA,NA
"2020-09-07","Kensington and Chelsea","E09000020",-49,-9,NA,-56,-60,15
"2020-09-08","Kensington and Chelsea","E09000020",-46,-10,NA,-57,-60,14
"2020-09-09","Kensington and Chelsea","E09000020",-44,-14,NA,-56,-58,15
"2020-09-10","Kensington and Chelsea","E09000020",-42,-9,NA,-54,-58,14
"2020-09-11","Kensington and Chelsea","E09000020",-45,-13,14,-52,-56,13
"2020-09-12","Kensington and Chelsea","E09000020",-52,-16,7,-57,-21,4
"2020-09-13","Kensington and Chelsea","E09000020",-51,-17,37,-53,-21,NA
"2020-09-14","Kensington and Chelsea","E09000020",-48,-12,39,-54,-54,13
"2020-09-15","Kensington and Chelsea","E09000020",-44,-12,33,-53,-55,14
"2020-09-16","Kensington and Chelsea","E09000020",-42,-15,28,-54,-55,14
"2020-09-17","Kensington and Chelsea","E09000020",-42,-10,36,-48,-55,14
"2020-09-18","Kensington and Chelsea","E09000020",-45,-10,16,-51,-53,13
"2020-09-19","Kensington and Chelsea","E09000020",-51,-13,8,-56,-26,4
"2020-09-20","Kensington and Chelsea","E09000020",-49,-18,33,-54,-24,NA
"2020-09-21","Kensington and Chelsea","E09000020",-46,-10,19,-52,-56,14
"2020-09-22","Kensington and Chelsea","E09000020",-44,-9,23,-54,-55,14
"2020-09-23","Kensington and Chelsea","E09000020",-45,-16,-11,-54,-54,16
"2020-09-24","Kensington and Chelsea","E09000020",-43,-10,-8,-53,-53,16
"2020-09-25","Kensington and Chelsea","E09000020",-45,-11,-9,-48,-52,15
"2020-09-26","Kensington and Chelsea","E09000020",-50,-17,-19,-58,-20,6
"2020-09-27","Kensington and Chelsea","E09000020",-52,-24,-23,-57,-24,6
"2020-09-28","Kensington and Chelsea","E09000020",-46,-9,3,-54,-54,15
"2020-09-29","Kensington and Chelsea","E09000020",-46,-13,-10,-54,-54,15
"2020-09-30","Kensington and Chelsea","E09000020",-43,-16,-16,-53,-53,16
"2020-10-01","Kensington and Chelsea","E09000020",-44,-10,-5,-54,-51,15
"2020-10-02","Kensington and Chelsea","E09000020",-53,-19,-33,-52,-51,17
"2020-10-03","Kensington and Chelsea","E09000020",-53,-16,-35,-54,-23,8
"2020-10-04","Kensington and Chelsea","E09000020",-56,-31,-53,-61,-28,8
"2020-10-05","Kensington and Chelsea","E09000020",-50,-10,-8,-53,-53,15
"2020-10-06","Kensington and Chelsea","E09000020",-48,-11,-11,-56,-53,16
"2020-10-07","Kensington and Chelsea","E09000020",-43,-12,-3,-54,-49,15
"2020-10-08","Kensington and Chelsea","E09000020",-47,-14,-9,-54,-51,16
"2020-10-09","Kensington and Chelsea","E09000020",-48,-12,-11,-51,-50,15
"2020-10-10","Kensington and Chelsea","E09000020",-50,-15,-27,-56,-20,6
"2020-10-11","Kensington and Chelsea","E09000020",-49,-18,1,-56,-22,5
"2020-10-12","Kensington and Chelsea","E09000020",-53,-18,-22,-54,-52,16
"2020-10-13","Kensington and Chelsea","E09000020",-51,-15,-24,-56,-52,16
"2020-10-14","Kensington and Chelsea","E09000020",-44,-12,-12,-53,-48,16
"2020-10-15","Kensington and Chelsea","E09000020",-45,-8,-7,-53,-50,16
"2020-10-16","Kensington and Chelsea","E09000020",-46,-7,-8,-46,-48,15
"2020-10-17","Kensington and Chelsea","E09000020",-53,-12,-24,-61,-22,8
"2020-10-18","Kensington and Chelsea","E09000020",-51,-18,-11,-59,-23,7
"2020-10-19","Kensington and Chelsea","E09000020",-48,-8,-3,-57,-53,16
"2020-10-20","Kensington and Chelsea","E09000020",-47,-10,1,-57,-53,17
"2020-10-21","Kensington and Chelsea","E09000020",-48,-18,-35,-57,-52,19
"2020-10-22","Kensington and Chelsea","E09000020",-43,-5,3,-57,-52,17
"2020-10-23","Kensington and Chelsea","E09000020",-46,-9,-4,-55,-52,17
"2020-10-24","Kensington and Chelsea","E09000020",-51,-17,-34,-60,-19,8
"2020-10-25","Kensington and Chelsea","E09000020",-45,-13,-10,-56,-19,6
"2020-10-26","Kensington and Chelsea","E09000020",-41,-8,2,-57,-58,17
"2020-10-27","Kensington and Chelsea","E09000020",-44,-16,-28,-58,-58,20
"2020-10-28","Kensington and Chelsea","E09000020",-40,-12,-13,-56,-55,18
"2020-10-29","Kensington and Chelsea","E09000020",-44,-14,-28,-58,-57,19
"2020-10-30","Kensington and Chelsea","E09000020",-43,-9,-13,-51,-54,18
"2020-10-31","Kensington and Chelsea","E09000020",-52,-16,-39,-64,-17,8
"2020-11-01","Kensington and Chelsea","E09000020",-44,-15,-26,-60,-17,5
"2020-11-02","Kensington and Chelsea","E09000020",-40,-7,-18,-51,-48,15
"2020-11-03","Kensington and Chelsea","E09000020",-35,-6,-21,-51,-48,15
"2020-11-04","Kensington and Chelsea","E09000020",-27,-2,11,-44,-45,13
"2020-11-05","Kensington and Chelsea","E09000020",-71,-13,-18,-64,-59,23
"2020-11-06","Kensington and Chelsea","E09000020",-74,-13,-18,-65,-57,24
"2020-11-07","Kensington and Chelsea","E09000020",-79,-16,-3,-73,-36,15
"2020-11-08","Kensington and Chelsea","E09000020",-79,-21,-5,-72,-42,13
"2020-11-09","Kensington and Chelsea","E09000020",-71,-14,-11,-62,-58,22
"2020-11-10","Kensington and Chelsea","E09000020",-69,-9,0,-63,-59,22
"2020-11-11","Kensington and Chelsea","E09000020",-71,-10,-8,-62,-58,23
"2020-11-12","Kensington and Chelsea","E09000020",-70,-8,1,-62,-58,23
"2020-11-13","Kensington and Chelsea","E09000020",-73,-6,-6,-61,-57,23
"2020-11-14","Kensington and Chelsea","E09000020",-83,-22,-48,-75,-42,17
"2020-11-15","Kensington and Chelsea","E09000020",-79,-15,2,-67,-41,13
"2020-11-16","Kensington and Chelsea","E09000020",-71,-10,-12,-63,-58,22
"2020-11-17","Kensington and Chelsea","E09000020",-70,-8,-10,-63,-60,22
"2020-11-18","Kensington and Chelsea","E09000020",-70,-11,-6,-64,-57,23
"2020-11-19","Kensington and Chelsea","E09000020",-73,-10,-17,-63,-59,25
"2020-11-20","Kensington and Chelsea","E09000020",-75,-8,-23,-62,-57,24
"2020-11-21","Kensington and Chelsea","E09000020",-78,-11,-14,-68,-37,14
